MLService,Model,Version,GCC,LCC,PayrollService,System,Client,ABKRS,PERNR,Employee_Status,Employee_Type,Job_Code,WT_401KBT%,WT_401MTCH,WT_DEN,WT_Federal Withholding [USA] ,WT_GTL,WT_Gross_Pay,WT_HLTSAG,WT_HLTSAV,WT_LTD,WT_MED,WT_NEC,WT_Net_Pay,WT_REG,WT_SUI (ER) [USA],WT_State Withholding (Work) [USA],WT_Total_Deductions,WT_Total_EE_Taxes,WT_Total_ER_Taxes,WT_VIS
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1493,Active,Regular,102492,338.34,193.33,0.0,615.45,20.93,4833.34,0,0.0,14.6,0.0,120.83,3281.78,4833.34,160.19,170.81,352.94,1198.62,555.81,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2345,Active,Regular,103167,0.0,258.33,26.52,1124.68,0.0,6458.34,3550,147.92,4.65,17.5,161.46,3522.99,6458.34,0.0,319.45,1011.77,1923.58,479.45,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5444,On Leave,Regular,111757,0.0,0.0,0.0,158.17,0.0,2130.21,0,0.0,0.0,0.0,53.26,1809.09,2130.21,50.28,0.0,0.0,321.12,226.01,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2095,Active,Regular,111859,363.76,161.67,5.12,596.16,10.8,4041.67,0,0.0,12.21,17.5,101.05,2531.12,4041.67,17.77,0.0,606.16,904.39,326.0,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,148,Active,Regular,101969,0.0,0.0,61.11,463.77,13.73,4845.3,4200,175.0,0.0,237.09,121.13,2852.76,4845.3,116.55,216.7,977.17,1015.37,451.45,8.08
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3162,Active,Regular,111661,0.0,0.0,0.0,123.72,4.05,2150.0,1500,62.5,0.0,67.3,53.75,1714.2,2150.0,50.84,0.0,157.38,278.42,217.67,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3081,On Leave,Regular,102465,0.0,0.0,0.0,0.0,5.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.0,0.62,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,761,Active,Regular,111880,0.0,183.33,5.66,709.81,5.1,4583.34,1500,62.5,3.3,17.5,114.58,2880.46,4583.34,13.39,234.19,414.47,1288.41,357.8,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2825,Active,Regular,101410,0.0,0.0,49.9,0.0,2.92,2552.09,0,0.0,3.42,56.0,63.81,2010.35,2552.09,57.64,0.0,363.56,178.18,249.79,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,992,Active,Regular,110813,342.94,171.47,51.56,309.93,17.94,4286.67,3500,145.84,13.5,186.32,107.17,2711.53,4286.67,44.98,184.56,780.99,794.15,344.64,3.86
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,237,Active,Regular,103038,892.5,255.0,0.0,991.31,0.0,6375.0,0,0.0,0.0,0.0,159.38,3726.6,6375.0,0.0,267.25,901.13,1747.27,488.71,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2055,Active,Regular,101962,327.84,187.33,51.56,243.39,13.13,4683.34,4900,204.17,14.14,197.47,117.08,2828.85,4683.34,61.52,123.0,1163.49,691.0,386.13,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5936,On Leave,Regular,111881,0.0,0.0,0.0,0.0,5.6,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.62,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2538,Active,Regular,103335,0.0,25.0,18.43,276.01,8.51,2565.63,2000,83.34,7.75,56.0,64.14,1496.95,2565.63,70.63,118.28,489.69,578.99,268.36,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,478,Active,Regular,110825,0.0,287.5,8.79,1225.73,0.0,7187.5,1200,50.0,19.84,87.79,179.68,4058.06,7187.5,0.0,271.85,1092.72,2036.72,539.14,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4151,Active,Regular,110815,354.01,157.33,25.45,390.18,45.87,3933.34,2400,100.0,20.73,31.5,98.33,2490.88,3933.34,21.0,170.87,590.72,851.74,311.69,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1122,Active,Regular,110815,479.38,147.5,13.79,418.1,9.53,3687.5,3550,147.92,10.18,17.5,92.18,1981.69,3687.5,102.8,145.45,873.39,832.42,371.67,3.13
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3083,Active,Regular,102319,352.92,128.33,0.0,245.07,5.2,3208.34,0,0.0,0.0,0.0,80.21,2351.75,3208.34,61.02,0.0,366.15,490.44,309.9,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,710,Active,Regular,102633,0.0,143.33,5.19,539.77,3.66,3583.34,3550,147.92,0.0,17.5,89.58,1673.51,3583.34,0.0,214.76,894.51,1015.32,261.88,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5028,Active,Regular,111661,158.75,90.71,27.29,166.52,19.47,2267.82,0,0.0,11.95,300.9,56.7,1324.07,2267.82,15.82,72.0,555.87,387.88,176.89,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3093,Active,Regular,102638,127.33,84.89,20.64,633.11,7.7,4244.17,3000,125.0,11.71,152.56,106.1,2376.62,4244.17,62.0,185.69,662.32,1205.23,364.3,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1571,Active,Regular,101421,211.64,105.82,0.0,261.83,3.08,2645.5,350,14.59,3.55,17.5,66.13,1677.21,2645.5,76.34,113.92,392.88,575.41,286.68,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1400,Active,Regular,102486,0.0,176.67,20.35,192.66,12.15,4416.67,7100,295.84,0.0,110.58,110.42,2676.34,4416.67,40.97,151.66,1090.68,649.65,346.3,10.78
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2592,Active,Regular,102634,293.13,167.5,20.65,327.17,11.33,4187.5,1500,62.5,11.56,103.27,104.68,2763.47,4187.5,0.0,157.0,633.02,791.01,306.84,1.57
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4318,Active,Regular,102639,0.0,45.0,49.9,11.85,4.23,3000.0,0,0.0,4.02,540.81,75.0,2140.84,3000.0,7.66,0.0,663.25,195.91,204.85,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1908,Active,Regular,111661,0.0,0.0,16.22,138.53,4.5,2270.89,1500,62.5,0.0,228.68,56.78,1508.0,2270.89,57.52,97.34,376.58,386.31,219.76,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2771,Active,Regular,102640,306.25,175.0,20.64,260.46,12.0,4375.0,3000,125.0,13.21,56.0,109.38,3105.96,4375.0,30.52,166.74,521.71,747.33,350.65,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3235,Active,Regular,102644,0.0,115.33,0.0,156.65,2.67,2883.34,4500,187.5,0.0,42.0,72.08,1834.16,2883.34,77.66,121.83,567.59,481.59,290.91,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5274,Active,Regular,111880,553.35,158.1,0.0,311.7,10.5,3952.5,0,0.0,11.94,0.0,98.81,2746.04,3952.5,0.0,0.0,591.59,614.87,303.17,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4480,Active,Regular,111731,0.0,118.33,5.19,434.03,3.68,2958.34,100,4.17,2.13,17.5,73.96,2057.58,2958.34,4.0,0.0,242.7,658.06,234.89,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3818,Active,Regular,102491,280.74,140.37,16.44,437.96,13.69,3509.17,1000,41.67,11.05,51.83,87.73,2238.9,3509.17,3.75,159.4,412.33,857.94,265.45,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1454,Active,Regular,102525,564.6,282.3,0.0,808.61,0.0,7057.5,6000,250.0,22.23,56.0,176.43,4438.34,7057.5,0.0,298.36,992.83,1626.33,519.36,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3648,Active,Regular,111634,478.13,127.5,18.43,163.93,7.73,3187.5,2000,83.34,0.0,56.0,79.68,2027.89,3187.5,88.18,106.38,658.68,500.93,324.62,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6116,Active,Regular,111881,0.0,0.0,61.11,421.07,8.1,4791.67,2000,83.34,0.0,281.7,0.0,3390.94,4791.67,20.91,208.97,436.93,963.8,354.67,10.78
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2760,Active,Regular,101538,0.0,190.8,58.42,379.51,38.49,4770.1,8100,337.5,0.0,73.97,119.25,2298.97,4770.1,119.17,200.1,1560.04,911.09,450.65,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3516,Active,Regular,102492,0.0,173.33,0.0,665.96,7.9,4333.34,0,0.0,11.96,0.0,108.33,2328.69,4333.34,118.69,174.65,831.94,1172.71,450.79,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2499,Active,Regular,110810,288.99,105.09,25.45,273.31,3.47,2627.15,2400,100.0,4.7,17.5,65.68,1642.8,2627.15,7.09,0.0,520.79,463.56,209.5,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5743,Active,Regular,101969,112.5,75.0,20.89,574.23,5.2,3750.0,0,0.0,0.0,56.0,93.75,2537.98,3750.0,29.79,167.0,189.39,1022.63,311.19,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1935,Active,Regular,102845,141.47,113.18,5.19,296.78,3.44,2829.39,0,0.0,0.0,147.56,70.73,1722.3,2829.39,76.79,118.15,491.32,615.77,288.13,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1983,Active,0,0,134.84,67.42,0.0,97.51,7.48,1685.46,0,0.0,0.0,0.0,42.14,1198.77,953.7,5.54,0.0,268.28,218.41,135.92,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3563,Active,Regular,111818,185.01,107.92,5.12,405.81,2.94,3083.34,1200,50.0,0.0,45.19,77.08,2020.34,3083.34,65.32,142.81,286.01,776.99,293.69,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3904,Active,Regular,110810,269.09,107.63,57.3,188.88,17.2,2690.84,6000,250.0,13.05,151.58,67.27,1538.15,2690.84,7.88,0.0,791.76,360.93,193.42,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4746,Active,Regular,102486,455.01,151.67,18.72,235.08,28.38,3791.67,8040,335.0,18.39,59.06,94.8,2164.3,3791.67,52.49,108.57,1023.21,604.16,314.14,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1930,On Leave,Regular,102633,0.0,0.0,0.0,0.0,101.97,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2.86,0.0,0.0,0.0,10.67,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1994,Active,Regular,102483,286.23,114.5,16.44,346.56,6.6,2862.3,0,0.0,8.64,34.58,71.55,1953.64,2862.3,4.78,0.0,346.58,562.08,228.49,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1130,Active,Regular,102583,0.0,111.33,0.0,246.83,4.2,2783.34,1000,41.67,4.98,56.0,69.58,1908.85,2783.34,78.68,118.76,303.12,571.37,294.18,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3254,Active,Regular,101938,0.0,169.39,12.03,390.18,11.55,4234.78,500,20.84,12.79,164.58,105.87,2718.81,4234.78,49.72,213.61,591.4,924.57,359.03,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3770,Active,Regular,102640,187.5,112.5,91.6,269.37,6.5,3750.0,2000,83.34,6.71,136.8,93.75,2686.08,3750.0,35.09,0.0,532.64,531.28,297.92,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6146,Active,Regular,111800,125.84,78.65,13.0,170.81,11.62,3145.84,3000,125.0,9.91,119.84,78.65,2263.81,3145.84,0.0,84.21,405.23,476.8,228.99,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5143,Active,Regular,111881,364.59,208.33,20.35,330.46,23.0,5208.34,7100,295.84,16.41,65.59,130.21,3694.86,5208.34,0.0,0.0,813.8,699.68,369.22,23.14
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3061,Active,Regular,111880,0.0,43.5,18.72,355.05,6.4,3700.0,0,0.0,10.21,31.5,92.5,2806.5,3700.0,0.0,0.0,258.9,634.6,279.55,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2205,Active,Regular,102644,0.0,109.5,10.75,206.46,2.46,2737.5,0,0.0,0.0,0.0,68.43,1942.23,2737.5,79.33,134.24,247.1,548.17,296.26,17.35
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1916,Active,Regular,101960,1260.0,252.0,3.25,703.76,0.0,6300.0,7100,295.84,0.0,132.84,157.5,3207.95,6300.0,29.4,228.08,1711.34,1380.71,478.27,10.78
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3883,Active,Regular,102640,442.63,177.05,29.73,512.8,18.75,4426.25,1200,50.0,13.94,228.51,110.66,2475.57,4426.25,1.95,261.12,864.07,1086.61,314.64,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1435,Active,Regular,101434,0.0,150.0,5.12,535.56,27.95,3750.0,2400,100.0,11.81,34.58,93.75,2201.96,3750.0,0.0,0.0,734.2,813.84,278.28,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,100,Active,Regular,110819,221.67,133.0,20.64,685.57,7.34,4433.34,3000,125.0,7.94,85.61,110.83,2500.17,4433.34,122.91,197.02,729.13,1204.04,444.36,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3334,Active,Regular,110810,145.84,83.33,0.0,81.17,3.75,2083.34,600,25.0,0.0,71.19,52.08,1601.44,2083.34,49.26,0.0,248.43,233.47,213.51,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1735,Active,Regular,110815,0.0,189.17,0.0,536.1,13.28,4729.17,0,0.0,14.28,35.94,118.23,3202.08,4729.17,2.35,249.68,381.27,1145.82,362.39,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4203,Active,Regular,101101,102.03,68.02,49.64,244.5,13.11,3400.69,0,0.0,10.71,570.5,85.02,2058.78,3400.69,81.1,127.39,757.93,583.98,301.92,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2111,Active,Regular,110817,0.0,195.0,61.11,444.98,13.8,4875.0,0,0.0,14.72,0.0,121.88,2980.34,4875.0,1.45,203.48,884.87,1009.79,362.78,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3174,Active,Regular,101959,295.75,169.0,14.4,642.3,7.65,4225.0,1000,41.67,11.66,17.5,105.63,2647.85,4225.0,121.62,0.0,386.85,1190.3,439.72,0.87
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,249,Active,Regular,102639,0.0,125.83,20.89,252.82,7.58,3145.84,5000,208.34,9.5,56.0,78.65,1976.04,3145.84,4.48,0.0,698.14,471.66,230.99,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4339,Active,Regular,103342,214.09,122.34,13.0,115.06,9.7,3058.34,0,0.0,0.0,36.65,76.45,2046.62,3058.34,56.88,151.93,514.29,497.43,296.61,1.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1165,Active,Regular,101421,0.0,124.17,28.95,218.64,39.37,3104.17,0,0.0,0.0,82.38,77.6,1399.8,3104.17,65.01,0.0,1256.58,447.79,300.21,15.88
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3776,Active,Regular,101410,210.0,135.0,27.29,347.04,4.7,3000.0,0,0.0,5.37,227.04,75.0,1474.55,3000.0,80.24,120.6,847.96,677.49,299.17,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,417,Active,Regular,111666,221.7,126.68,17.63,247.71,4.64,3167.09,0,0.0,0.0,56.0,79.18,2020.86,3167.09,90.62,142.38,519.12,627.11,332.46,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,751,Active,Regular,104085,373.13,165.83,7.72,511.85,32.04,4145.84,2500,104.17,0.0,45.01,103.65,2620.68,4145.84,4.01,169.0,537.26,987.9,311.06,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,31,Active,Regular,102803,800.19,266.73,0.0,935.15,0.0,6668.23,0,0.0,0.0,0.0,166.71,4089.46,6668.23,0.0,326.4,805.68,1773.09,511.54,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3719,Active,Regular,111880,313.72,179.26,51.82,337.49,7.47,4481.65,3500,145.84,0.0,166.46,112.04,2964.96,4481.65,46.24,170.0,694.21,822.48,361.23,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4617,Active,Regular,102478,0.0,0.0,27.81,382.94,5.85,3460.42,0,0.0,9.55,68.15,86.51,2426.68,3460.42,63.58,181.67,211.51,822.23,322.79,2.79
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4252,Active,Regular,102640,286.42,163.67,18.72,586.69,6.62,4091.67,4000,166.67,0.0,56.0,102.3,2503.94,4091.67,142.93,105.44,546.27,1041.46,477.32,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1695,Active,Regular,102465,224.59,131.01,14.5,255.39,6.5,3743.06,0,0.0,0.0,31.5,93.58,2746.37,3743.06,56.57,181.77,276.29,720.4,339.81,1.09
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1848,Active,Regular,102640,0.0,165.0,10.75,688.39,6.66,4125.0,750,31.25,7.38,34.58,103.13,2288.25,4125.0,0.0,0.0,838.19,998.56,310.17,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1928,Active,Regular,101988,522.57,209.03,0.0,804.68,15.08,5225.67,0,0.0,14.42,0.0,130.65,3260.12,5225.67,0.0,192.11,567.84,1397.71,400.92,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,440,Active,Regular,101974,0.0,0.0,92.01,224.47,7.35,3072.84,7100,295.84,9.28,167.61,76.82,1783.65,3072.84,73.23,123.93,749.27,539.92,276.71,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5586,Active,Regular,101987,401.05,229.17,0.58,626.37,9.0,5729.17,0,0.0,0.0,40.54,143.23,4224.82,5729.17,172.15,0.0,442.17,1062.18,607.96,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5835,Active,Regular,111757,41.0,51.25,13.33,167.25,1.47,2050.0,0,0.0,0.0,17.5,51.25,1612.71,2050.0,48.42,0.0,115.51,321.78,215.07,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1677,Active,Regular,110810,0.0,0.0,35.44,18.04,3.2,2375.0,0,0.0,0.0,87.93,59.38,1701.65,2375.0,42.61,76.7,415.63,257.72,218.37,11.91
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1105,Active,Regular,102849,568.13,151.5,10.91,501.54,28.38,3787.5,0,0.0,18.37,0.0,94.68,2048.39,3787.5,111.25,155.36,791.25,947.86,402.21,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4367,On Leave,Regular,111664,0.0,0.0,0.0,0.0,6.57,0.0,3550,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.56,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,579,Active,Regular,101936,442.51,196.67,22.81,420.12,9.3,4916.67,0,0.0,8.8,99.96,122.92,3344.01,4916.67,38.88,209.0,576.27,996.39,406.15,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5025,Active,Regular,110810,230.18,102.3,7.72,232.34,3.65,2557.5,0,0.0,7.06,168.25,63.93,1645.05,2557.5,8.03,0.0,500.12,412.33,201.78,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1476,Active,Regular,101964,0.0,224.17,0.0,545.28,16.43,5604.17,5000,208.34,16.92,96.67,140.1,3186.82,5604.17,73.41,204.0,1270.72,1146.63,470.76,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1164,Active,Regular,102495,0.0,137.0,27.81,112.12,8.63,3425.0,7100,295.84,10.34,56.0,85.63,1687.87,3425.0,2.88,0.0,1391.38,345.75,241.45,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,351,Active,Regular,110817,850.42,261.67,14.86,1324.88,0.0,6541.67,3550,147.92,20.61,92.48,163.55,3127.27,6541.67,5.16,280.1,1326.94,2087.46,487.64,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3149,Active,Regular,102318,412.5,165.0,18.72,510.4,6.66,4125.0,4500,187.5,7.38,56.0,103.13,2493.55,4125.0,0.0,138.0,687.19,944.26,295.86,2.09
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3995,Active,Regular,102492,0.0,200.83,0.0,811.27,14.33,5020.84,0,0.0,13.86,0.0,125.52,2702.09,5020.84,167.61,230.24,892.05,1426.7,552.8,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2731,Active,Regular,104086,250.01,166.67,21.47,531.31,11.25,4166.67,7100,295.84,12.58,237.09,104.17,1818.47,4166.67,105.91,166.85,1373.05,975.15,382.9,2.79
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5111,Active,Regular,111879,84.38,56.25,0.0,350.99,2.13,2812.5,0,0.0,0.0,0.0,70.32,1908.15,2812.5,6.76,86.84,196.88,707.47,222.09,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4903,Active,Regular,100982,730.0,182.5,0.0,386.02,12.68,4562.5,0,0.0,13.78,0.0,114.06,2858.36,4562.5,105.0,190.34,777.78,926.36,455.0,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4859,Active,Regular,102486,387.34,193.67,5.73,682.32,21.05,4841.67,3550,147.92,15.25,287.37,121.05,2471.95,4841.67,0.0,272.6,1076.93,1292.79,337.87,5.16
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6048,Active,Regular,111880,400.0,200.0,25.99,736.87,40.85,5000.0,3000,125.0,0.0,53.6,125.0,3288.0,5000.0,167.86,0.0,605.2,1106.8,557.95,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,312,Active,Regular,103336,444.3,118.48,0.0,196.68,4.65,2961.96,5000,208.34,0.0,42.0,74.05,1852.79,2961.96,70.02,0.0,704.69,404.48,287.22,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2432,Active,Regular,101421,0.0,0.0,68.22,0.0,4.43,2255.0,1200,50.0,0.0,31.5,56.38,1572.98,2255.0,16.98,76.0,445.62,236.4,189.96,13.02
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4055,Active,Regular,111881,210.42,126.25,61.11,619.88,11.4,4208.34,0,0.0,0.0,0.0,105.21,2807.9,4208.34,85.06,190.64,271.78,1128.66,403.2,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5543,Active,Regular,111803,162.51,108.34,51.82,528.48,10.5,5416.67,1700,70.84,14.95,101.0,135.42,3855.79,5416.67,102.65,209.98,425.18,1135.7,540.59,10.78
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5004,Active,Regular,101941,243.56,139.18,0.0,385.98,5.31,3479.4,7100,295.84,6.23,56.0,86.99,2100.48,3479.4,91.64,143.02,610.26,768.66,335.71,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1830,Active,Regular,111881,335.42,191.67,5.12,692.65,5.4,4791.67,3550,147.92,3.45,56.53,119.79,2648.4,4791.67,62.38,210.44,889.28,1253.99,413.28,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,765,Active,Regular,102639,0.0,158.5,49.9,452.79,10.58,3962.5,7100,295.84,11.97,56.0,99.06,1766.74,3962.5,24.87,0.0,1470.33,725.43,297.51,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,11,Active,Regular,111662,27.09,27.08,0.0,224.72,3.6,2708.34,0,0.0,0.0,0.0,67.71,2249.07,2708.34,64.01,0.0,27.09,432.18,280.93,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2876,Active,Regular,102639,221.18,126.38,41.11,206.56,7.65,3159.59,0,0.0,9.54,0.0,78.99,2414.86,3159.59,62.91,0.0,300.04,444.69,305.68,13.15
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1081,On Leave,Regular,102633,0.0,0.0,0.0,0.0,4.14,0.0,3000,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.35,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5310,Active,Regular,111757,20.5,0.0,16.51,56.3,1.96,2050.0,0,0.0,0.0,56.0,0.0,1744.71,2050.0,48.43,0.0,97.88,207.41,205.21,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4066,Active,Regular,111880,437.5,175.0,18.43,288.47,7.2,4375.0,7100,295.84,7.83,56.0,109.38,2601.71,4375.0,105.93,162.55,1015.36,757.93,412.84,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5240,Active,Regular,111879,75.0,50.0,0.0,150.75,1.75,2500.0,0,0.0,0.0,0.0,62.5,2082.86,2500.0,28.89,0.0,75.0,342.14,220.28,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5139,Active,Regular,111757,61.5,41.0,0.0,227.49,1.23,2050.0,0,0.0,0.0,0.0,51.25,1604.09,2050.0,48.41,0.0,61.5,384.41,217.64,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3548,Active,Regular,110817,0.0,204.5,0.0,788.73,14.7,5112.5,0,0.0,14.11,0.0,127.81,1659.41,5112.5,0.0,0.0,2272.3,1180.79,392.06,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1604,Active,Regular,110816,376.88,167.5,29.73,545.2,6.04,4187.5,2400,100.0,5.61,250.88,104.68,2454.85,4187.5,5.27,0.0,779.12,953.53,296.8,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1219,Active,Regular,102639,273.15,156.08,18.43,252.25,15.87,3902.09,7100,295.84,12.29,56.0,97.56,2528.39,3902.09,129.29,151.82,665.26,708.44,420.13,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2039,Active,Regular,111666,702.63,140.53,0.0,240.87,8.93,3513.13,0,0.0,0.0,0.0,87.82,2115.04,3513.13,46.16,0.0,887.79,510.3,315.59,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,590,Active,Regular,104091,0.0,0.0,54.55,403.84,36.55,4583.34,6000,250.0,22.23,139.99,114.58,2955.66,4583.34,120.08,203.21,706.57,921.11,434.14,7.51
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1693,Active,Regular,101411,171.72,98.13,63.6,251.13,3.4,2453.13,2500,104.17,0.0,17.5,61.32,1569.42,2453.13,66.37,99.02,359.98,523.73,253.56,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5030,Active,Regular,111882,373.34,213.33,29.73,491.66,9.27,5333.34,4500,187.5,9.55,65.59,133.33,3278.53,5333.34,0.0,0.0,1176.29,878.52,386.86,2.79
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3753,Active,Regular,102639,235.01,137.09,59.19,309.32,10.35,3916.67,1500,62.5,11.83,130.13,97.92,2517.86,3916.67,60.76,173.97,638.22,760.59,338.06,21.17
