MLService,Model,Version,GCC,LCC,PayrollService,System,Client,ABKRS,PERNR,Employee_Status,Employee_Type,Job_Code,WT_401KBT%,WT_401MTCH,WT_DEN,WT_Federal Withholding [USA] ,WT_GTL,WT_Gross_Pay,WT_HLTSAG,WT_HLTSAV,WT_LTD,WT_MED,WT_NEC,WT_Net_Pay,WT_REG,WT_SUI (ER) [USA],WT_State Withholding (Work) [USA],WT_Total_Deductions,WT_Total_EE_Taxes,WT_Total_ER_Taxes,WT_VIS
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3520,Active,Regular,111733,233.45,136.18,18.72,494.92,10.28,3890.72,5000,208.34,11.75,56.0,97.26,2426.4,3890.72,96.59,146.22,546.4,917.92,402.62,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2654,Active,Regular,102644,186.67,106.67,25.45,325.68,2.34,2666.67,0,0.0,0.0,20.24,66.67,1721.18,2666.67,15.74,186.21,232.97,712.52,226.9,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4522,Active,Regular,102639,0.0,151.67,34.65,269.1,5.94,3791.67,0,0.0,5.08,0.0,94.79,2607.63,3791.67,14.19,232.08,395.0,789.04,307.24,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3824,Active,Regular,102571,357.0,204.0,5.73,646.84,9.75,5100.0,2500,104.17,14.08,23.12,127.5,3000.64,5100.0,82.78,213.22,860.25,1239.11,461.83,0.87
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,176,Active,Regular,111661,0.0,104.67,20.89,154.44,3.42,2616.67,1500,62.5,0.0,56.0,65.42,1830.43,2616.67,27.03,98.0,345.81,440.43,227.26,23.25
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2125,Active,Regular,102495,55.84,41.88,0.11,185.65,2.52,2791.67,0,0.0,2.01,246.98,69.8,1900.19,2791.67,78.58,78.1,431.24,460.24,284.83,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5603,Active,Regular,101101,275.01,160.42,14.33,689.25,56.1,4583.34,0,0.0,0.0,112.84,114.58,2946.58,4583.34,108.68,200.15,402.18,1234.58,453.86,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4218,Active,Regular,110816,380.63,169.17,13.3,401.17,17.6,4229.17,0,0.0,12.77,42.0,105.73,2661.51,4229.17,122.55,198.56,647.39,920.27,443.09,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4832,Active,Regular,101974,28.63,114.5,34.47,324.39,3.96,2862.5,6200,258.34,5.12,101.75,71.56,1418.35,2862.5,71.92,120.29,811.37,632.78,272.51,13.08
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,7062,Active,Regular,111879,0.0,0.0,0.0,306.75,0.0,2708.34,0,0.0,0.0,0.0,0.0,2194.4,2708.34,63.91,0.0,0.0,513.94,287.35,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3021,Active,Regular,102248,566.51,151.07,7.72,391.35,5.28,3776.67,2000,83.34,0.0,31.5,94.42,2268.0,3776.67,107.04,148.3,689.07,819.6,386.99,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2822,Active,Regular,111856,250.0,125.0,98.23,368.37,7.5,3125.0,0,0.0,0.0,0.0,78.13,2015.01,3125.0,4.34,0.0,521.29,588.7,232.11,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4482,Active,Regular,101981,173.35,138.68,5.12,510.38,5.27,3467.0,0,0.0,6.21,17.5,86.68,2085.07,3467.0,100.88,162.14,445.56,936.37,364.73,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,699,Active,Regular,101421,22.5,22.5,19.55,127.49,2.32,2250.0,3000,125.0,0.0,31.5,56.25,1765.12,2250.0,7.27,0.0,198.55,286.33,178.56,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1410,Active,Regular,100930,377.34,188.67,5.66,679.77,20.36,4716.67,1500,62.5,14.86,58.1,117.92,3120.14,4716.67,0.0,0.0,566.77,1029.76,349.99,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4410,Active,Regular,110811,275.92,157.67,0.0,550.03,5.6,3941.67,0,0.0,5.28,215.52,98.55,2409.94,3941.67,50.7,103.96,498.97,1032.76,336.18,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5280,Active,Regular,102161,733.13,195.5,64.93,379.07,21.28,4887.5,0,0.0,15.4,312.74,122.18,2833.34,4887.5,49.78,160.0,1168.93,885.23,395.94,6.06
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,411,Active,Regular,111818,0.0,120.0,0.0,410.95,2.82,3000.0,0,0.0,0.0,0.0,75.0,1940.34,3000.0,81.08,147.99,271.01,788.65,316.76,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3304,Active,Regular,101991,0.0,221.67,5.73,722.03,16.2,5541.67,1900,79.17,15.3,83.59,138.55,2941.45,5541.67,0.0,352.69,1113.77,1486.45,411.73,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6064,Active,Regular,103342,255.76,113.67,18.72,183.28,10.01,2841.67,7100,295.84,8.95,56.0,71.05,1617.4,2841.67,19.57,92.0,764.16,460.11,217.41,23.38
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1339,Active,Regular,102640,0.0,0.0,0.0,249.8,5.85,3743.96,6600,275.0,0.0,42.0,93.6,2752.96,3743.96,100.37,160.26,318.45,672.55,363.68,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,871,Active,Regular,103045,371.57,216.75,11.87,1032.83,18.6,6192.71,3600,150.0,0.0,170.88,154.81,3696.42,6192.71,29.77,271.74,743.34,1752.95,478.15,17.35
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2539,On Leave,Regular,111575,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3540,Active,Regular,110809,0.0,47.96,27.81,286.01,16.68,4045.84,5500,229.17,12.74,56.0,101.15,2783.13,4045.84,109.19,165.6,525.52,737.19,394.77,16.5
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2455,Active,Regular,111802,291.67,166.67,51.82,567.17,6.75,4166.67,3000,125.0,7.46,169.25,104.17,2485.58,4166.67,0.0,0.0,821.27,859.82,292.65,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,786,Active,Regular,111668,42.8,64.2,61.11,608.19,17.94,4279.97,3500,145.84,13.48,284.01,107.0,2536.21,4279.97,10.52,0.0,847.71,896.05,298.38,23.14
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5567,Active,Regular,111872,464.52,265.44,22.28,403.88,0.0,6635.94,7100,295.84,0.0,346.5,165.9,4416.66,6635.94,48.62,227.0,1129.14,1090.14,507.88,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3647,Active,Regular,101410,0.0,35.21,27.29,417.51,4.32,3041.67,0,0.0,5.44,62.74,76.05,2128.47,3041.67,4.25,0.0,274.34,638.86,232.88,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4892,Active,Regular,102644,1104.61,119.42,20.89,126.32,7.05,2985.42,0,0.0,0.0,0.0,74.64,1016.74,2985.42,86.85,87.51,1527.68,441.0,320.39,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5646,Active,Regular,102483,804.38,119.17,5.19,198.11,3.72,2979.17,2160,90.0,3.99,45.6,74.48,1527.3,2979.17,23.01,85.0,951.52,500.35,248.17,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4301,Active,Regular,110813,0.0,0.0,16.44,298.22,76.2,3541.67,0,0.0,18.66,195.38,88.55,2427.52,3541.67,118.98,152.79,373.63,740.52,397.43,7.31
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1968,Active,Regular,102478,165.21,99.13,0.0,275.53,8.18,3304.17,0,0.0,9.98,38.93,82.6,2403.56,3304.17,112.62,160.54,214.12,686.49,365.76,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1549,Active,Regular,110810,272.81,155.89,27.29,476.9,29.67,3897.17,0,0.0,0.0,316.95,97.43,2359.82,3897.17,104.58,158.68,628.26,909.09,378.09,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4250,Active,Regular,100342,481.25,275.0,22.28,1348.29,0.0,6875.0,3000,125.0,36.23,342.88,171.88,4003.98,6875.0,0.0,0.0,1031.02,1840.0,491.71,23.38
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1354,Active,Regular,102051,722.67,180.67,51.82,256.19,19.21,4516.67,2500,104.17,13.64,160.75,112.92,2599.2,4516.67,8.78,149.42,1190.02,727.45,330.62,11.91
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5192,Active,Regular,102644,345.0,92.0,5.8,183.29,2.44,2300.0,0,0.0,0.0,17.5,57.5,1573.49,2300.0,7.97,0.0,368.91,357.6,195.95,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4500,Active,Regular,110815,0.0,140.52,0.0,491.15,9.23,3603.13,0,0.0,9.94,0.0,90.07,2411.74,3603.13,61.43,168.95,254.94,936.45,337.78,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3438,Active,Regular,111818,0.0,121.67,18.43,208.02,4.8,3041.67,7100,295.84,8.4,180.9,76.05,1712.82,3041.67,74.46,116.42,809.66,519.19,280.66,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4836,Active,Regular,102475,320.84,183.33,14.13,328.97,7.65,4583.34,7000,291.67,0.0,48.16,114.58,2678.23,4583.34,117.72,183.33,1084.93,820.18,425.6,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4147,Active,Regular,110810,0.0,0.0,0.0,377.21,4.32,3041.67,0,0.0,5.44,250.2,76.05,1748.13,3041.67,78.11,132.18,579.87,713.67,292.35,13.02
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,732,Active,Regular,111584,0.0,265.0,28.36,1013.57,0.0,6625.0,0,0.0,18.29,192.85,165.63,3866.01,6625.0,0.0,0.0,1255.1,1503.89,490.32,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5235,Active,Regular,111879,189.59,108.33,10.91,252.6,2.0,2708.34,0,0.0,0.0,42.0,67.71,2003.38,2708.34,13.63,0.0,249.5,455.46,216.49,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,687,Active,Regular,110810,0.0,14.23,0.0,266.06,4.35,2845.84,0,0.0,7.85,0.0,71.15,2028.4,2845.84,4.28,165.52,167.82,649.62,230.12,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1863,Active,Regular,111662,237.73,135.84,34.53,434.33,32.96,3396.03,0,0.0,19.36,42.0,84.9,2215.49,3396.03,97.89,149.1,341.07,839.47,355.77,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6070,Active,Regular,101758,0.0,0.0,0.0,581.75,0.0,3958.34,0,0.0,0.0,0.0,0.0,2877.83,3958.34,115.78,195.94,0.0,1080.51,430.37,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,734,Active,Regular,111583,418.55,209.27,27.83,585.43,15.15,5231.78,0,0.0,14.44,0.0,130.79,3263.74,5231.78,79.66,222.4,777.06,1190.98,462.81,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3270,Active,Regular,111679,0.0,0.0,35.44,159.63,5.09,3389.29,2000,83.34,0.0,31.5,84.74,2696.9,3389.29,55.14,0.0,290.28,402.11,301.58,11.91
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5392,Active,Regular,102640,0.0,211.98,29.73,768.82,15.38,5299.58,7100,295.84,0.0,51.48,132.49,2783.55,5299.58,0.0,0.0,1370.28,1145.75,376.93,10.78
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2642,Active,Regular,102633,300.0,120.0,49.64,227.11,10.81,3000.0,0,0.0,9.06,0.0,75.0,2047.22,3000.0,4.72,0.0,509.52,443.26,228.96,23.14
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2303,Active,Regular,102609,69.58,92.76,10.75,162.24,2.48,2319.12,4000,166.67,0.0,83.99,57.97,1569.52,2319.12,7.19,0.0,430.19,319.41,176.69,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1004,Active,Regular,101977,0.0,210.83,16.98,817.36,43.65,5270.84,2400,100.0,25.56,23.12,131.77,2863.05,5270.84,70.15,231.37,963.48,1444.31,465.73,3.37
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4049,Active,Regular,100366,393.75,225.0,0.0,653.72,9.9,5625.0,0,0.0,0.0,0.0,140.63,3765.01,5625.0,0.0,381.45,393.75,1466.24,431.07,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,172,Active,Regular,111667,0.0,0.0,63.6,298.15,6.75,4156.01,5000,208.34,7.44,31.5,103.9,1520.03,4156.01,5.75,228.13,1816.38,819.6,299.07,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1954,Active,Regular,102474,211.9,121.08,0.0,316.75,3.84,3027.09,600,25.0,0.0,39.64,75.68,1608.15,3027.09,100.02,98.34,751.35,667.59,348.47,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5988,Active,Regular,111881,550.0,0.0,93.52,580.76,16.05,5500.0,7000,291.67,0.0,56.0,0.0,3263.07,5500.0,0.0,274.73,993.38,1243.55,388.06,2.19
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3371,Active,Regular,110810,252.45,112.2,5.8,346.93,3.4,2805.0,0,0.0,0.0,17.5,70.13,1526.04,2805.0,36.79,145.0,573.97,704.99,258.43,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1333,Active,Regular,111824,0.0,0.0,16.98,901.79,52.03,6083.34,3300,137.5,29.5,139.06,152.08,3947.1,6083.34,0.0,462.32,325.4,1810.84,446.73,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,621,Active,Regular,102639,231.88,132.5,16.44,440.7,12.54,3312.5,2250,93.75,0.0,17.5,82.81,2109.58,3312.5,84.2,151.93,366.19,836.73,332.01,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5080,Active,Regular,102644,319.0,116.0,5.19,273.55,3.6,2900.0,0,0.0,0.0,48.7,72.5,1910.46,2900.0,76.93,124.53,373.5,616.04,302.7,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2883,Active,Regular,110810,196.5,131.0,27.29,406.23,4.86,3275.0,1200,50.0,0.0,17.5,81.88,2051.46,3275.0,92.96,142.78,431.42,792.12,339.94,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1521,Active,Regular,110815,266.0,152.0,5.19,419.62,15.3,3800.0,1000,41.67,11.97,95.28,95.0,2104.64,3800.0,107.25,163.53,831.72,863.64,387.74,6.62
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4846,Active,Regular,101941,246.46,140.83,0.0,255.54,25.59,3520.84,0,0.0,11.09,0.0,88.02,2564.47,3520.84,103.73,163.35,266.18,690.19,375.03,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1135,Active,Regular,110811,256.67,146.67,53.42,259.1,6.3,3666.67,6000,250.0,10.12,125.7,91.67,2271.82,3666.67,94.41,147.08,741.73,653.12,344.61,15.88
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3867,Active,Regular,110819,675.5,193.0,11.87,139.37,8.19,4825.0,7100,295.84,8.64,127.72,120.63,2998.34,4825.0,30.94,190.46,1147.46,679.2,367.26,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1244,Active,Regular,102609,606.67,151.67,59.19,237.87,9.9,3791.67,0,0.0,0.0,472.09,94.8,2028.27,3791.67,53.92,106.98,1170.16,593.24,305.35,23.38
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5500,Active,Regular,101939,160.42,91.67,5.19,242.2,1.8,2291.67,0,0.0,0.0,71.27,57.3,1642.99,2291.67,54.13,0.0,236.88,411.8,237.04,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,215,Active,Regular,102644,188.92,107.95,34.65,324.88,6.0,2698.75,0,0.0,7.45,391.82,67.47,1182.65,2698.75,61.37,0.0,1025.46,490.64,240.13,7.31
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1737,Active,Regular,111577,0.0,104.17,16.22,53.72,27.94,2604.17,8100,337.5,0.0,42.0,65.1,1285.68,2604.17,7.59,0.0,1098.73,219.76,186.65,15.88
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6136,Active,Regular,111871,463.39,264.8,0.0,892.87,0.0,6619.8,0,0.0,32.11,0.0,165.5,4640.9,6619.8,0.0,0.0,580.18,1398.72,505.85,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,866,Active,Regular,102639,266.88,152.5,5.19,499.86,6.65,3812.5,0,0.0,6.82,316.95,95.31,2287.33,3812.5,102.22,159.77,598.2,926.97,369.62,2.36
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5766,Active,Regular,111757,61.5,41.0,4.59,165.92,1.47,2050.0,0,0.0,0.0,17.5,51.25,1645.24,2050.0,48.41,0.0,83.59,321.17,215.84,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3925,Active,Regular,111872,540.84,270.42,63.04,693.03,0.0,6760.42,5000,208.34,21.3,185.98,169.02,4221.1,6760.42,80.05,318.0,1044.88,1494.44,563.46,7.54
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,820,Active,Regular,102644,339.17,135.67,0.0,418.54,5.65,3391.67,0,0.0,9.36,0.0,84.8,2222.15,3391.67,31.64,122.0,370.67,798.85,290.98,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5123,Active,Regular,111879,200.0,100.0,5.12,283.67,2.1,2500.0,500,19.24,1.8,32.67,62.5,1695.45,2500.0,0.0,0.0,333.83,470.72,187.05,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5901,Active,Regular,102633,0.0,0.0,18.72,306.97,4.5,3125.0,2260,94.17,5.59,113.06,78.13,2261.87,3125.0,4.9,0.0,342.01,521.12,227.46,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,48,Active,Regular,102583,232.61,139.57,0.0,363.28,20.01,4652.09,0,0.0,0.0,0.0,116.31,3385.07,4652.09,102.99,207.07,344.03,922.99,455.63,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4824,Active,Regular,103336,409.55,136.51,41.11,218.11,13.11,3412.87,0,0.0,0.0,101.75,85.33,2168.03,3412.87,94.14,139.04,641.47,603.37,342.57,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1336,Active,Regular,103337,73.04,54.78,5.19,511.01,6.3,3651.82,2500,104.17,10.08,17.5,91.3,2165.11,3651.82,5.3,203.6,502.01,984.7,275.39,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1218,Active,Regular,111577,381.8,138.83,34.47,210.8,13.46,3470.84,2880,120.0,0.0,17.5,86.77,2272.14,3470.84,118.47,149.74,585.02,613.68,373.9,3.37
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1224,On Leave,Regular,102051,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1014,Active,Regular,102644,194.25,111.0,7.72,332.62,3.78,2775.0,0,0.0,3.72,101.98,69.38,1923.85,2775.0,65.58,0.0,314.9,536.25,279.27,7.23
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3618,Active,Regular,101938,250.6,143.2,19.32,338.95,6.1,3580.0,0,0.0,9.88,82.08,89.5,2408.99,3580.0,28.06,125.0,442.09,728.92,293.47,1.09
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2621,Active,Regular,101410,0.0,0.0,0.0,298.26,5.85,3471.0,0,0.0,9.58,0.0,86.78,2337.64,3471.0,101.69,162.51,406.62,726.74,367.66,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4778,On Leave,Regular,102631,0.0,0.0,0.0,0.0,3.44,0.0,800,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.38,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,878,Active,Regular,101969,0.0,219.17,35.65,481.94,70.29,5479.17,8100,337.5,28.88,270.82,136.98,2650.81,5479.17,86.01,209.09,1762.5,1065.86,460.84,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2610,Terminated,0,0,0.0,0.0,0.0,0.0,0.0,0.0,3500,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,196,Active,Regular,101421,0.0,20.0,18.43,255.2,4.5,2896.88,1000,41.67,8.0,56.0,72.43,2274.3,2896.88,68.47,0.0,154.74,467.84,289.75,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1324,Active,Regular,111887,250.84,100.33,29.1,156.57,15.27,2508.34,2000,83.34,12.17,42.0,62.71,1744.81,2508.34,59.56,0.0,425.83,337.7,253.44,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2879,Active,Regular,111577,319.38,182.5,64.93,352.39,12.68,4562.5,5000,208.34,13.78,41.61,114.06,3012.62,4562.5,124.18,189.64,682.93,866.95,449.1,13.02
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5319,Active,Regular,103342,1420.84,113.67,25.45,0.0,28.71,2841.67,4550,189.59,0.0,17.5,71.05,471.86,2841.67,21.36,14.0,2154.07,215.74,233.45,0.69
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2313,Active,Regular,102634,606.67,173.33,14.4,575.2,11.85,4333.34,2000,83.34,11.96,69.94,108.33,2472.45,4333.34,122.17,171.93,794.23,1066.66,441.7,0.61
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,6105,Active,Regular,111757,20.5,0.0,24.92,184.34,1.47,2050.0,1200,46.16,0.0,17.61,0.0,1606.32,2050.0,48.42,0.0,109.19,334.49,203.98,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,561,Active,Regular,100405,0.0,0.0,59.19,264.02,8.85,3491.67,0,0.0,9.64,502.06,87.3,2324.7,3491.67,52.09,0.0,686.21,480.76,276.83,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2758,Active,Regular,110810,158.45,95.07,12.8,394.4,22.15,3168.93,0,0.0,15.37,258.39,79.22,1850.85,3168.93,16.12,211.05,490.25,827.83,245.62,13.02
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,5727,Active,Regular,102630,0.0,100.0,5.19,268.17,2.1,2500.0,1850,77.09,1.8,66.03,62.5,1512.19,2500.0,14.12,163.97,375.61,612.2,205.54,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1753,Active,Regular,102319,298.67,149.33,16.22,499.76,6.5,3733.34,3700,154.17,10.3,42.0,93.33,2210.18,3733.34,0.0,0.0,753.65,769.51,269.75,1.45
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2031,Active,Regular,101941,453.35,181.34,11.87,618.9,8.4,4533.49,1200,50.0,12.51,253.64,113.33,2612.96,4533.49,0.0,129.24,802.71,1117.82,322.69,8.08
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4496,Active,Regular,102465,196.0,112.0,25.56,292.12,18.28,2800.0,0,0.0,8.82,217.67,70.0,1648.81,2800.0,66.51,0.0,662.63,488.56,274.14,7.27
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2263,Active,Regular,111664,312.34,156.17,5.43,282.62,10.35,3904.17,1500,62.5,0.0,83.32,97.6,2327.68,3904.17,30.49,161.0,844.98,731.51,318.38,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4984,Active,Regular,103167,0.0,269.53,37.14,1055.57,0.0,6738.34,7100,295.84,0.0,177.72,168.46,4023.98,6738.34,0.0,0.0,1181.86,1532.5,476.93,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2434,Active,Regular,101964,0.0,224.17,29.73,563.84,16.43,5604.17,3500,145.84,16.92,41.61,140.1,3375.95,5604.17,56.55,215.96,1035.05,1193.17,469.92,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3581,Active,Regular,103342,379.17,116.67,25.45,285.5,34.93,2916.67,0,0.0,16.63,17.5,72.92,1711.89,2916.67,23.42,110.0,588.1,616.68,251.9,17.35
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3661,Active,Regular,101991,0.0,225.67,0.0,668.28,72.93,5641.67,0,0.0,29.73,0.0,141.05,3177.44,5641.67,0.0,276.96,1081.81,1382.42,437.18,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,2867,Active,Regular,101935,100.42,75.32,51.56,545.22,41.07,5020.84,5500,229.17,15.82,110.03,125.52,3395.31,5020.84,0.0,194.17,528.95,1096.58,357.19,1.94
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4962,Active,Regular,111803,0.0,202.21,69.55,719.71,22.2,5055.29,0,0.0,15.92,378.36,126.39,2555.01,5055.29,0.0,219.13,1213.75,1286.53,347.69,1.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3487,Active,Regular,101969,851.85,189.3,35.65,376.57,58.74,4732.5,7000,291.67,24.94,177.81,118.31,2005.63,4732.5,122.93,154.29,1869.45,857.42,449.49,17.35
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,1729,Active,Regular,100930,424.67,242.67,20.65,910.52,79.86,6066.67,750,31.25,31.97,98.17,151.67,3750.0,6066.67,92.04,286.8,660.95,1655.72,550.44,4.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3956,Active,Regular,110825,422.92,241.67,30.22,674.04,27.6,6041.67,5000,208.34,19.03,68.63,151.05,4124.04,6041.67,0.0,0.0,803.23,1114.4,440.36,5.65
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3738,Active,Regular,102609,289.0,144.5,27.81,431.98,14.26,3612.5,6000,250.0,11.38,56.0,90.31,2127.79,3612.5,95.7,142.85,659.59,825.12,348.73,21.17
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,4163,Active,Regular,111859,0.0,151.67,41.11,371.76,15.18,3791.67,4800,200.0,11.94,31.5,94.79,2326.86,3791.67,103.34,152.76,670.01,794.8,373.62,1.24
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,3850,Active,Regular,102633,137.92,86.2,0.0,520.88,13.34,3447.92,0,0.0,10.86,0.0,86.19,2260.63,3447.92,9.46,252.23,149.41,1037.88,274.69,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,701,Active,Regular,102571,0.0,0.0,14.01,395.25,6.75,4156.25,0,0.0,0.0,82.71,103.9,3137.77,4156.25,0.0,128.04,102.8,915.68,311.06,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,961,Active,Regular,111583,0.0,238.41,0.0,1336.5,50.96,5960.13,0,0.0,18.77,0.0,149.0,3562.34,5960.13,0.0,0.0,601.45,1796.34,459.84,0.0
PAD,A001,1,ALT,TST,WDY,WDT,0,sm,898,Active,Regular,102486,0.0,201.17,14.4,531.01,22.08,5029.17,2500,104.17,0.0,31.5,125.73,2850.61,5029.17,0.0,232.02,1047.02,1131.54,368.51,0.61
