FedTaxWithholding
837.42
603.9
1731.86
341.77
570.45
641.87
633.39
607.09
3559.67
917.93
895.93
642.36
706.33
603.56
186.39
529.53
480.36
338.62
224.88
311.75
350.17
341.95
500.22
418.06
875.22
508.45
942.6
1970.53
939.38
208.81
237.92
551.27
841.12
323.81
1107.27
515.75
0.0
1309.77
1090.16
1383.56
445.34
431.84
0.0
792.53
1001.79
464.39
602.75
1124.49
1549.9
418.67
541.32
369.51
432.07
1660.99
547.15
638.19
351.27
345.55
592.03
473.09
336.29
188.89
450.91
295.33
950.63
395.37
245.59
349.28
278.61
500.45
377.96
1235.48
820.88
557.75
412.67
236.34
371.42
626.85
178.36
736.08
305.34
471.89
278.1
248.31
635.62
788.11
1293.47
1152.47
514.04
382.14
234.67
215.22
785.43
362.8
0.0
66.39
118.53
0.0
318.39
420.14
439.36
573.58
349.83
432.85
217.59
397.25
869.56
560.75
1145.93
395.03
0.0
238.15
402.78
230.31
200.87
491.07
614.68
1426.86
323.6
371.21
177.5
334.1
973.57
472.95
293.12
674.35
509.67
370.43
363.66
1076.39
760.17
247.73
559.23
696.67
525.4
602.08
857.79
904.27
1641.32
531.13
154.36
594.28
152.08
793.54
354.93
309.02
177.4
273.81
324.0
530.45
814.37
685.16
734.01
707.5
586.94
318.61
198.97
429.19
601.05
294.62
290.93
1011.67
741.18
303.32
250.22
587.87
473.88
398.61
816.08
1501.73
1656.06
551.6
621.47
1072.71
220.25
485.64
404.74
404.91
194.34
649.44
1033.14
867.49
409.79
0.0
204.52
630.35
729.43
568.62
737.08
553.12
253.96
943.78
458.08
195.47
114.41
1023.99
1408.45
275.08
238.11
0.0
424.16
416.55
389.64
258.94
0.0
971.61
657.78
649.81
1263.41
560.55
855.68
171.43
340.84
512.99
203.96
359.71
986.19
821.92
743.86
655.76
368.37
614.5
627.07
350.45
276.79
858.72
315.05
146.11
0.0
1208.18
732.63
0.0
568.73
914.45
419.84
238.52
398.26
359.59
585.54
680.97
501.02
390.4
613.73
396.2
883.9
753.1
351.42
461.39
443.73
364.86
780.31
811.98
335.48
243.7
448.33
861.07
769.52
1228.63
515.56
596.59
275.4
321.86
607.79
192.55
964.28
2140.64
337.2
907.22
0.0
315.99
320.56
145.97
0.0
324.73
0.0
494.93
176.67
272.68
854.91
278.72
554.77
24.02
986.88
911.89
496.98
165.26
520.32
875.4
472.14
348.07
596.44
325.12
0.0
753.97
544.5
380.37
493.79
348.94
295.81
976.52
339.63
571.86
279.79
435.53
862.21
156.53
0.0
532.88
520.2
0.0
194.73
1437.34
338.85
775.87
330.18
352.11
428.25
891.37
469.19
0.0
222.83
494.33
748.05
941.32
802.75
549.36
445.45
353.63
244.39
0.0
650.09
1456.53
538.38
362.66
636.05
392.33
654.35
599.23
1058.28
312.64
654.62
1106.05
910.56
452.92
334.21
323.22
570.09
548.68
552.08
1507.24
589.21
480.5
2135.85
1456.87
1600.9
322.83
679.29
198.21
386.42
828.07
2300.26
701.44
325.79
989.25
587.95
606.01
446.05
2277.46
1750.13
168.06
375.99
490.6
9.17
169.25
310.27
499.48
430.06
1817.67
962.28
576.94
445.02
278.49
569.19
559.5
733.68
0.0
350.18
313.68
356.98
693.61
614.36
282.64
608.98
175.3
351.32
868.67
195.2
0.0
705.03
598.65
564.52
576.61
942.84
438.03
1352.24
378.24
141.2
397.08
560.08
1101.78
244.49
429.02
320.56
0.0
339.91
3037.48
1112.13
378.1
384.25
1137.52
1087.14
0.0
407.34
411.92
1082.1
0.0
296.65
710.13
393.35
30.82
617.0
1028.84
800.55
778.75
976.21
543.49
113.59
959.69
714.77
945.46
1055.79
203.41
626.68
472.09
473.83
48.7
393.5
554.9
801.34
392.2
2600.0
590.81
671.2
656.49
194.64
606.35
828.55
1084.02
341.27
998.84
746.09
392.91
6325.63
600.36
399.74
870.29
312.19
422.63
346.22
970.41
259.73
519.23
492.36
1033.44
379.46
1069.24
789.31
225.95
564.69
936.67
949.42
1084.48
1076.01
389.7
107.48
573.93
313.34
459.75
262.51
627.35
681.64
896.98
115.61
337.58
24.59
595.47
197.36
525.93
383.75
749.32
968.54
590.36
648.22
513.74
683.65
221.19
309.69
375.55
562.3
1320.74
342.85
205.3
1829.82
249.68
0.0
619.74
1203.94
653.09
0.0
896.64
1027.25
313.06
357.13
533.91
548.0
614.36
816.94
783.13
1876.37
151.46
702.57
590.25
344.24
696.97
446.53
0.0
523.58
551.85
303.2
0.0
573.13
1005.86
349.33
1099.73
355.54
226.06
628.87
74.17
541.76
309.62
86.06
427.76
484.05
1244.85
663.03
475.95
741.29
187.25
800.81
82.12
507.65
492.59
23.22
296.33
576.79
462.58
0.0
475.57
487.0
585.89
513.14
281.35
488.29
862.88
355.21
304.97
294.25
449.39
507.94
937.89
481.96
651.49
1520.71
964.5
775.82
397.91
1123.06
1560.43
324.42
257.39
647.29
842.3
658.27
376.22
0.0
2212.61
224.93
650.41
336.3
320.92
1704.32
811.97
367.61
475.79
702.65
707.97
1079.48
420.75
495.11
1182.23
652.03
713.49
402.38
575.19
453.62
717.1
336.22
2332.4
1173.35
899.72
468.29
1091.61
516.62
842.72
0.0
612.36
639.43
557.95
1396.23
163.85
852.9
831.74
687.42
315.41
0.0
329.2
442.26
234.33
231.09
385.43
376.22
584.03
917.6
1131.3
676.91
385.45
232.23
1031.53
390.1
145.33
377.36
1974.66
1450.09
658.25
1554.14
456.81
361.95
750.69
716.97
685.63
1522.65
366.08
1318.36
709.02
741.68
341.38
305.83
483.38
0.0
417.47
789.53
445.83
225.7
298.54
1183.18
858.11
629.26
0.0
1482.49
258.46
314.7
500.15
520.11
323.68
703.7
359.54
352.26
545.76
421.87
403.79
1207.04
474.56
300.23
294.44
276.25
972.06
514.5
1049.02
287.47
234.32
911.71
704.08
1366.9
583.9
1099.66
748.17
452.69
376.71
267.51
748.8
0.0
721.12
458.32
479.66
740.56
1103.05
271.42
395.56
424.22
429.92
396.64
206.81
506.21
543.24
920.32
754.02
251.17
1406.86
621.66
599.32
1610.72
1005.85
330.99
123.6
1003.34
457.9
791.53
314.41
324.67
1202.31
427.11
1088.48
529.31
836.33
966.33
254.38
244.09
338.15
316.21
936.18
778.09
809.29
886.82
483.73
225.33
590.46
887.28
735.43
346.25
645.49
744.52
1126.03
686.83
139.59
228.54
0.0
734.37
370.56
493.96
1752.45
851.29
368.13
538.69
1365.81
424.88
1280.49
390.11
903.82
453.83
403.49
446.45
0.0
212.88
423.49
1413.71
510.66
719.8
327.35
207.82
505.79
1353.84
461.41
490.37
368.73
442.42
901.82
1074.58
345.12
1022.21
484.22
0.0
412.37
1640.64
1030.42
548.83
301.96
317.18
164.96
407.69
1154.34
187.72
0.0
478.48
330.46
376.04
242.08
201.19
303.93
518.55
698.36
375.95
388.21
217.59
607.51
523.36
479.19
404.52
559.27
1280.44
335.25
1160.52
583.77
415.71
1563.93
347.63
1238.95
698.93
0.0
820.43
424.41
316.09
290.58
462.26
270.97
204.66
661.87
0.0
544.3
605.49
644.78
3084.08
710.3
772.48
285.63
487.32
372.92
1038.2
678.49
702.39
1062.26
1627.03
923.55
893.93
759.5
523.35
457.71
720.54
647.94
271.95
948.49
322.55
819.04
256.21
306.18
852.17
392.59
993.99
1146.12
612.15
927.22
0.0
460.09
453.97
0.0
558.04
330.51
305.11
189.56
290.41
201.53
1750.3
442.62
567.16
590.98
554.23
260.01
303.42
288.41
401.57
700.79
0.0
334.38
441.38
346.29
290.54
355.52
820.3
247.09
460.79
803.79
403.86
558.11
1311.82
327.77
263.33
143.61
310.67
1839.72
161.07
462.09
875.89
468.83
999.57
1182.76
1288.69
467.37
357.32
406.24
1509.3
215.82
349.78
1171.2
800.09
241.76
743.45
675.92
652.44
125.99
411.67
306.57
680.13
396.9
406.91
32.57
0.0
837.1
187.68
1011.51
457.21
0.0
1329.51
423.88
531.16
385.82
855.51
530.33
378.49
252.12
224.99
6.38
492.89
398.6
18.92
1033.48
1177.2
1445.82
532.28
585.79
1409.99
352.81
207.48
430.44
771.51
752.54
418.74
264.66
455.89
397.78
283.96
575.63
292.84
518.4
498.85
643.43
3517.71
428.86
669.65
445.96
393.41
270.86
596.65
3590.09
379.46
796.82
284.98
180.27
449.92
234.85
741.09
313.78
521.99
1285.79
426.83
582.86
290.99
0.0
836.32
177.61
504.31
170.8
528.53
323.66
420.79
542.53
764.52
1842.29
329.18
547.93
282.48
259.77
469.74
651.16
655.16
824.33
442.66
892.62
533.4
197.37
576.32
590.04
315.04
335.76
343.7
1635.36
377.14
525.06
816.43
857.11
441.19
2548.71
349.91
197.17
306.13
270.64
491.41
518.76
277.84
55.72
361.73
218.83
136.35
800.37
485.33
488.84
549.62
430.53
825.06
250.36
454.25
864.98
405.1
0.0
826.1
325.84
925.47
600.81
353.94
0.0
255.52
371.86
236.52
385.02
284.34
0.0
333.96
1568.22
189.41
527.81
549.54
574.92
565.99
313.95
329.74
642.89
924.34
364.9
844.68
1949.8
327.59
210.36
1125.15
215.38
430.42
356.52
659.43
276.05
1072.18
1274.18
125.25
1224.01
411.65
605.33
583.52
590.04
0.0
398.27
184.14
879.45
221.19
246.75
264.21
265.79
0.0
628.46
755.97
552.34
1140.02
1041.65
1373.61
426.12
1049.85
775.64
256.36
184.97
757.32
1759.32
323.96
273.14
701.54
582.98
1501.86
48.29
1148.79
341.79
418.87
2243.94
800.84
252.46
346.05
207.58
586.34
646.9
518.45
579.12
1681.37
337.33
173.34
1000.54
670.36
623.4
586.51
0.0
383.42
102.99
374.85
0.0
977.86
852.08
0.0
2454.65
438.39
141.31
436.32
534.47
1162.01
265.8
712.47
1111.05
534.63
201.13
463.82
865.59
514.11
490.76
364.92
332.12
456.69
399.84
1033.45
276.7
321.89
529.09
431.51
733.13
609.86
652.88
0.0
368.82
679.03
967.29
291.93
231.99
1222.41
267.59
0.0
290.2
462.87
1747.79
578.17
0.0
1704.89
365.13
863.69
700.32
930.47
805.22
321.38
171.54
169.16
626.23
453.04
407.88
726.87
0.0
162.71
191.13
368.35
454.47
234.54
445.73
77.29
606.45
824.39
170.1
529.06
0.0
0.0
385.61
562.9
0.0
917.25
568.91
491.96
461.22
342.69
515.33
214.68
304.62
391.14
989.65
237.92
1026.99
573.28
296.41
0.0
1350.5
97.12
649.67
171.04
277.02
733.61
1045.35
429.88
1091.7
0.0
890.67
743.25
529.27
155.34
191.58
713.66
1114.19
0.0
4294.48
0.0
415.08
332.53
0.0
318.18
1565.19
587.67
458.2
474.7
732.51
354.82
397.64
393.07
231.1
692.07
440.52
787.35
363.13
703.72
528.17
893.22
2201.12
622.23
274.12
765.79
1128.04
763.94
574.17
934.92
714.34
180.75
938.09
564.84
877.28
798.91
825.13
518.17
597.92
848.66
430.21
634.54
418.34
28.26
725.97
1932.43
427.1
89.47
187.54
678.09
281.15
709.53
508.0
391.76
404.35
345.69
244.62
1213.92
0.0
439.4
841.44
274.76
520.91
417.07
548.38
309.26
834.53
0.0
668.08
600.84
741.89
651.46
982.24
353.51
396.72
362.28
1287.48
392.73
227.97
618.2
369.79
751.11
467.71
220.72
871.68
477.33
355.9
2793.87
392.26
4258.31
765.65
218.91
638.53
784.65
609.84
322.41
596.62
366.72
155.71
508.77
1150.37
257.86
680.68
582.18
783.59
775.84
625.01
190.97
635.44
583.75
0.0
338.16
478.9
0.0
155.79
326.43
436.48
950.75
1125.04
285.46
629.78
0.0
357.17
1371.6
897.29
324.38
496.71
350.6
687.58
323.81
541.47
1195.11
376.87
422.52
651.63
360.7
519.28
277.73
0.0
670.2
1130.11
564.62
684.42
609.31
547.51
447.05
458.65
762.19
160.01
414.44
281.85
386.39
818.24
520.82
795.04
512.01
696.28
1235.82
433.88
47.31
317.45
321.76
554.51
0.0
1062.03
847.31
412.1
0.0
591.61
686.38
534.64
1243.22
376.75
319.05
257.24
435.53
674.85
221.35
344.57
323.46
324.61
247.95
1243.23
824.69
358.31
357.67
438.14
1915.22
61.72
522.78
506.64
439.82
720.78
494.2
498.4
303.19
199.07
444.96
223.25
204.13
267.3
187.1
558.9
444.99
567.01
927.73
651.03
790.04
323.2
415.54
795.93
361.39
808.41
294.79
279.29
3995.53
0.0
2013.58
832.08
186.52
850.91
466.64
497.56
0.0
267.91
432.98
886.24
906.57
699.57
805.81
2144.83
90.34
797.61
856.11
618.33
160.67
228.12
857.58
424.26
308.76
550.57
925.98
572.03
1601.15
568.24
331.92
163.72
655.29
492.83
638.55
389.93
0.0
309.06
621.39
451.34
760.09
1114.02
518.2
757.95
197.75
2368.49
609.42
1237.7
244.26
939.33
210.44
0.0
275.24
668.59
0.0
237.22
289.32
1038.95
302.82
317.8
248.31
140.94
78.06
963.24
352.13
478.52
311.27
323.01
767.84
406.4
365.45
1315.66
854.61
736.9
358.74
1606.71
411.02
2835.07
313.34
212.66
592.78
211.73
212.9
552.08
357.54
1050.81
277.8
539.7
122.29
371.4
1322.34
1762.16
0.0
1101.63
763.5
386.44
0.0
257.9
156.48
1576.38
1025.41
375.37
306.22
38.87
317.85
527.55
44.8
2904.28
327.8
581.31
2756.37
291.67
572.53
531.56
568.31
772.19
909.09
514.35
1146.24
368.02
987.17
84.97
174.49
237.22
525.58
1216.41
316.92
26.06
540.14
493.76
235.21
302.41
587.23
782.11
929.7
103.57
440.94
691.63
420.78
1523.54
1605.01
145.61
353.96
1601.1
1273.06
906.42
971.05
350.25
846.04
638.08
818.37
1140.83
2746.67
946.91
1010.07
775.03
204.75
0.0
338.72
571.75
365.48
399.74
758.37
1065.32
141.56
1089.81
200.67
356.59
562.38
172.22
529.86
632.21
97.05
1049.46
173.22
332.23
715.06
985.13
2444.25
591.43
144.43
267.49
665.33
507.39
675.0
173.24
224.5
592.93
0.0
65.79
323.26
367.48
211.91
300.25
604.54
431.89
399.58
567.69
336.41
863.15
768.54
711.1
148.59
707.33
1972.05
987.69
371.0
159.57
854.86
847.71
880.11
772.49
299.04
261.36
