FedTaxWithholding
370.61
707.15
401.56
277.3
1238.04
416.38
2070.67
462.47
794.91
10.0
388.86
353.34
431.08
914.83
324.52
257.6
202.44
76.3
759.28
173.36
348.75
721.46
566.88
784.0
264.13
520.96
656.43
624.74
425.96
449.65
394.83
1903.86
632.53
727.49
738.22
165.62
100.57
93.49
323.2
298.4
567.66
646.71
609.7
678.18
536.59
6802.37
541.64
464.11
621.68
811.03
750.02
324.27
151.82
192.61
335.27
0.0
954.93
222.13
354.2
1048.87
328.14
233.38
451.46
722.08
2380.02
596.68
837.52
684.83
0.0
441.23
282.92
588.04
561.35
552.61
591.65
0.0
1198.63
342.7
628.87
351.65
261.9
0.0
412.2
536.95
358.77
88.1
543.8
964.85
655.25
786.82
452.46
940.9
923.33
263.07
651.72
770.0
623.52
211.52
887.43
222.43
367.07
1169.74
188.25
139.98
89.59
357.71
235.9
786.13
626.02
916.44
1497.17
371.1
730.98
345.56
931.89
0.0
1407.59
247.65
1977.1
362.2
430.99
173.93
565.9
412.67
544.89
0.0
533.65
561.86
252.84
223.16
667.63
89.13
306.67
627.47
299.67
479.22
801.88
473.79
387.07
184.73
323.69
202.44
864.82
683.3
259.16
408.27
473.55
981.35
420.7
1451.56
589.54
142.07
336.0
616.27
1525.35
0.0
224.95
501.55
483.08
360.68
309.2
640.16
877.65
1089.25
550.88
823.77
323.75
797.93
216.97
898.76
375.09
409.2
294.25
194.66
1045.86
232.82
721.28
340.73
0.0
435.52
254.76
398.32
249.57
800.12
471.73
492.33
698.46
912.12
217.41
186.65
226.95
1205.67
1030.27
977.26
149.08
229.53
462.64
922.77
863.86
312.47
382.26
733.1
710.01
444.43
555.62
1255.12
337.38
264.66
333.64
265.03
100.95
530.55
492.42
816.16
462.85
1118.65
1229.92
346.35
821.25
574.96
1673.31
762.97
911.68
318.87
497.03
349.94
431.73
362.18
672.8
154.08
2430.16
36.08
433.9
360.36
820.06
388.76
1491.42
315.66
395.1
119.31
781.72
783.03
714.77
275.16
1126.09
697.37
397.48
451.23
367.18
669.32
470.14
668.24
606.14
1998.8
629.92
529.44
787.93
938.32
1942.78
820.16
1155.71
412.81
296.43
883.32
279.38
767.73
887.13
219.29
1837.52
705.34
500.43
375.67
224.79
367.94
556.87
457.46
588.3
980.59
345.79
277.56
447.08
935.63
433.29
370.04
0.0
212.69
189.57
161.97
1517.87
300.68
289.68
625.24
1151.96
549.11
1166.22
239.83
2655.89
741.39
832.88
323.08
323.89
729.81
323.22
616.89
152.45
544.47
641.31
941.88
1988.24
219.15
760.06
301.51
5100.06
423.32
494.2
343.54
783.67
460.96
0.0
265.32
321.98
336.89
942.48
462.79
539.06
508.22
0.0
807.3
245.32
658.28
485.17
716.51
948.89
664.1
433.03
573.31
317.54
35.2
491.67
861.45
492.39
0.0
410.77
342.4
257.3
930.36
750.05
256.58
1546.95
2834.11
359.13
452.94
909.22
470.89
804.78
873.27
831.19
573.52
270.1
0.0
1227.38
1914.85
542.12
199.57
243.16
700.38
333.89
394.71
292.23
1362.33
791.62
682.27
758.79
176.59
881.87
0.0
276.08
272.49
454.83
384.36
337.34
757.07
656.52
140.07
2781.93
683.73
780.13
759.17
1239.41
217.71
4857.34
373.71
504.36
436.1
134.02
893.92
288.17
1597.62
581.52
490.03
869.5
325.55
101.99
246.09
207.7
677.97
335.57
364.37
817.61
715.93
992.99
266.2
344.41
403.14
159.53
350.86
188.26
434.23
521.8
463.16
256.17
635.4
328.23
515.96
4309.0
336.36
524.1
1345.49
402.12
128.42
744.28
541.93
420.83
853.31
687.76
612.38
450.06
796.03
377.57
0.0
282.58
405.0
241.42
586.51
325.63
1043.27
650.6
561.9
1722.82
687.51
270.93
504.04
896.92
470.92
293.4
350.49
353.92
139.19
888.98
636.56
564.16
654.31
737.7
528.39
447.38
0.0
1055.89
219.16
1462.98
263.32
314.1
1458.29
220.93
440.96
578.0
283.59
387.22
817.23
0.0
503.17
368.67
460.29
431.5
816.13
1535.55
211.5
6093.32
1364.73
757.0
500.14
394.03
235.86
256.79
658.78
602.57
1315.48
440.66
254.32
429.64
724.15
458.49
738.32
384.38
414.72
610.66
391.94
790.48
609.6
214.96
382.01
0.0
0.0
330.51
121.09
628.51
410.05
307.47
0.0
236.47
328.42
467.72
175.07
555.45
379.02
708.7
486.79
374.67
815.9
1002.29
926.0
277.06
474.36
0.0
346.11
454.18
593.39
681.47
310.42
165.19
0.0
253.12
473.55
537.99
0.0
638.41
1546.43
0.0
889.44
173.96
2088.62
824.58
708.49
1374.67
0.0
843.76
415.73
944.39
4415.68
139.63
145.48
425.12
1115.47
300.03
1153.1
957.04
487.68
195.22
343.23
1862.59
597.56
2.5
721.21
1189.76
183.05
770.76
426.05
740.21
759.36
345.51
1151.37
506.97
287.03
194.03
0.0
309.08
362.56
425.7
1604.29
1094.43
1024.22
342.92
437.91
0.0
383.82
676.5
297.93
575.45
298.5
893.88
348.08
469.83
993.31
375.19
805.27
1796.12
351.34
941.86
258.99
719.1
391.49
197.93
235.84
448.27
414.43
671.5
142.13
260.38
711.64
988.64
537.24
678.13
342.46
541.04
707.67
1498.76
249.69
113.21
495.31
701.36
756.86
680.92
487.0
1658.75
393.04
506.66
838.59
465.99
685.93
408.72
341.1
359.57
1035.28
372.09
1397.46
414.68
586.18
338.3
967.54
695.24
588.44
58.36
292.48
0.0
347.0
228.97
662.25
210.25
1019.72
712.39
773.67
0.0
244.68
531.08
233.95
716.81
748.73
192.92
343.36
1175.2
339.68
373.8
2345.83
1081.82
344.51
315.98
298.76
0.0
204.94
429.94
323.13
186.33
325.09
